Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time,Stimuli_Order,High_Reward_Chosen,High_Loss_Chosen,m1_rp_all_fit_chosen_value,m2_rp_individual_fit_chosen_value,m3_rp_good_patients_chosen_value,Correct_Decisions
LN_VTA_3,trial_101_neu_36_f2_f1_acum_r16_l14_task_1_sess_1,Picture,[3020.57825123],[0],3,2,0,0.403241128,f2_f1,,,,,,1
LN_VTA_3,trial_103_neu_37_f2_f1_acum_r17_l14_task_1_sess_1,Picture,[3030.57540755],[0],3,2,0,0.881701081,f2_f1,,,,,,1
LN_VTA_3,trial_105_neu_38_f2_f1_acum_r17_l14_task_1_sess_1,Picture,[3040.57256996],[0],3,1,0,0.723051516,f2_f1,,,,,,2
LN_VTA_3,trial_106_neu_39_f2_f1_acum_r17_l14_task_1_sess_1,Picture,[3045.57115858],[0],3,2,0,0.474965894,f2_f1,,,,,,1
LN_VTA_3,trial_117_neu_40_f2_f1_acum_r21_l16_task_1_sess_1,Picture,[3100.57229742],[0],3,1,0,0.452644321,f2_f1,,,,,,2
LN_VTA_3,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_2,Picture,[3346.25255336],[0],3,2,0,0.512891186,f1_f2,,,,,,2
LN_VTA_3,trial_9_neu_2_f2_f1_acum_r0_l3_task_1_sess_2,Picture,[3386.24107071],[0],3,2,0,0.673467196,f2_f1,,,,,,1
LN_VTA_3,trial_10_neu_3_f1_f2_acum_r0_l3_task_1_sess_2,Picture,[3391.23968973],[0],3,1,0,0.536198789,f1_f2,,,,,,1
LN_VTA_3,trial_16_neu_4_f1_f2_acum_r2_l3_task_1_sess_2,Picture,[3421.24780642],[0],3,2,0,0.918041654,f1_f2,,,,,,2
LN_VTA_3,trial_18_neu_5_f1_f2_acum_r2_l3_task_1_sess_2,Picture,[3431.24500304],[0],3,2,0,0.591441949,f1_f2,,,,,,2
LN_VTA_3,trial_22_neu_6_f1_f2_acum_r3_l3_task_1_sess_2,Picture,[3451.23931911],[0],3,1,0,0.712230462,f1_f2,,,,,,1
LN_VTA_3,trial_24_neu_7_f1_f2_acum_r3_l3_task_1_sess_2,Picture,[3461.23657503],[0],3,1,0,1.032461073,f1_f2,,,,,,1
LN_VTA_3,trial_26_neu_8_f2_f1_acum_r3_l3_task_1_sess_2,Picture,[3471.25032472],[0],3,2,0,1.384307941,f2_f1,,,,,,1
LN_VTA_3,trial_30_neu_9_f2_f1_acum_r5_l3_task_1_sess_2,Picture,[3491.24459137],[0],3,2,0,0.693085168,f2_f1,,,,,,1
LN_VTA_3,trial_33_neu_10_f2_f1_acum_r5_l4_task_1_sess_2,Picture,[3506.24034126],[0],3,2,0,0.740715294,f2_f1,,,,,,1
LN_VTA_3,trial_37_neu_11_f1_f2_acum_r5_l5_task_1_sess_2,Picture,[3526.23463452],[0],3,1,0,0.605486988,f1_f2,,,,,,1
LN_VTA_3,trial_43_neu_12_f2_f1_acum_r6_l6_task_1_sess_2,Picture,[3556.24281736],[0],3,2,0,0.725813465,f2_f1,,,,,,1
LN_VTA_3,trial_45_neu_13_f2_f1_acum_r7_l6_task_1_sess_2,Picture,[3566.23999269],[0],3,2,0,0.776098916,f2_f1,,,,,,1
LN_VTA_3,trial_46_neu_14_f2_f1_acum_r7_l6_task_1_sess_2,Picture,[3571.23854861],[0],3,1,0,0.608465796,f2_f1,,,,,,2
LN_VTA_3,trial_47_neu_15_f2_f1_acum_r7_l6_task_1_sess_2,Picture,[3576.23713039],[0],3,1,0,0.636662877,f2_f1,,,,,,2
LN_VTA_3,trial_48_neu_16_f1_f2_acum_r7_l6_task_1_sess_2,Picture,[3581.23568479],[0],3,1,0,1.006853366,f1_f2,,,,,,1
LN_VTA_3,trial_50_neu_17_f1_f2_acum_r7_l7_task_1_sess_2,Picture,[3591.2329084],[0],3,1,0,0.669149228,f1_f2,,,,,,1
LN_VTA_3,trial_52_neu_18_f2_f1_acum_r8_l7_task_1_sess_2,Picture,[3601.24672955],[0],3,1,0,1.296811443,f2_f1,,,,,,2
LN_VTA_3,trial_54_neu_19_f1_f2_acum_r8_l8_task_1_sess_2,Picture,[3611.24389423],[0],3,1,0,0.440251472,f1_f2,,,,,,1
LN_VTA_3,trial_59_neu_20_f2_f1_acum_r11_l8_task_1_sess_2,Picture,[3636.23688977],[0],3,1,0,1.074955022,f2_f1,,,,,,2
LN_VTA_3,trial_61_neu_21_f1_f2_acum_r11_l8_task_1_sess_2,Picture,[3646.23393434],[0],3,2,0,0.605097936,f1_f2,,,,,,2
LN_VTA_3,trial_69_neu_22_f2_f1_acum_r12_l10_task_1_sess_2,Picture,[3686.23924195],[0],3,1,0,0.961313709,f2_f1,,,,,,2
LN_VTA_3,trial_70_neu_23_f1_f2_acum_r12_l10_task_1_sess_2,Picture,[3691.23794422],[0],3,1,0,0.964512605,f1_f2,,,,,,1
LN_VTA_3,trial_76_neu_24_f1_f2_acum_r14_l11_task_1_sess_2,Picture,[3721.24599097],[0],3,2,0,0.673080235,f1_f2,,,,,,2
LN_VTA_3,trial_78_neu_25_f1_f2_acum_r14_l11_task_1_sess_2,Picture,[3731.24311917],[0],3,1,0,0.836557508,f1_f2,,,,,,1
LN_VTA_3,trial_82_neu_26_f1_f2_acum_r15_l11_task_1_sess_2,Picture,[3751.23748542],[0],3,1,0,0.626264135,f1_f2,,,,,,1
LN_VTA_3,trial_84_neu_27_f1_f2_acum_r15_l11_task_1_sess_2,Picture,[3761.23460487],[0],3,1,0,1.404545508,f1_f2,,,,,,1
LN_VTA_3,trial_86_neu_28_f2_f1_acum_r15_l11_task_1_sess_2,Picture,[3771.23176804],[0],3,2,0,0.64392069,f2_f1,,,,,,1
LN_VTA_3,trial_90_neu_29_f2_f1_acum_r17_l11_task_1_sess_2,Picture,[3791.22615253],[0],3,2,0,0.619107434,f2_f1,,,,,,1
LN_VTA_3,trial_93_neu_30_f2_f1_acum_r18_l12_task_1_sess_2,Picture,[3806.23848931],[0],3,2,0,0.871613847,f2_f1,,,,,,1
LN_VTA_3,trial_97_neu_31_f1_f2_acum_r19_l13_task_1_sess_2,Picture,[3826.23285822],[0],3,1,0,0.60142427,f1_f2,,,,,,1
LN_VTA_3,trial_103_neu_32_f2_f1_acum_r20_l15_task_1_sess_2,Picture,[3856.2409753],[0],3,1,0,0.919830877,f2_f1,,,,,,2
LN_VTA_3,trial_105_neu_33_f2_f1_acum_r21_l15_task_1_sess_2,Picture,[3866.23814378],[0],3,2,0,0.872147725,f2_f1,,,,,,1
LN_VTA_3,trial_106_neu_34_f2_f1_acum_r21_l15_task_1_sess_2,Picture,[3871.23670693],[0],3,1,0,0.503378883,f2_f1,,,,,,2
LN_VTA_3,trial_107_neu_35_f2_f1_acum_r21_l15_task_1_sess_2,Picture,[3876.25198888],[0],3,2,0,0.716851956,f2_f1,,,,,,1
LN_VTA_3,trial_108_neu_36_f1_f2_acum_r21_l15_task_1_sess_2,Picture,[3881.23390545],[0],3,2,0,0.586761347,f1_f2,,,,,,2
LN_VTA_3,trial_110_neu_37_f1_f2_acum_r21_l15_task_1_sess_2,Picture,[3891.24774751],[0],3,1,0,0.629396321,f1_f2,,,,,,1
LN_VTA_3,trial_112_neu_38_f2_f1_acum_r22_l15_task_1_sess_2,Picture,[3901.22826866],[0],3,2,0,0.907369797,f2_f1,,,,,,1
LN_VTA_3,trial_114_neu_39_f1_f2_acum_r22_l16_task_1_sess_2,Picture,[3911.24201568],[0],3,1,0,0.659180781,f1_f2,,,,,,1
LN_VTA_3,trial_119_neu_40_f2_f1_acum_r24_l16_task_1_sess_2,Picture,[3936.23495952],[0],3,2,0,0.73714255,f2_f1,,,,,,1
LN_VTA_3,trial_2_neu_1_f1_f2_acum_r0_l1_task_1_sess_3,Picture,[4333.05562898],[0],3,1,0,0.999919985,f1_f2,,,,,,1
LN_VTA_3,trial_4_neu_2_f2_f1_acum_r0_l1_task_1_sess_3,Picture,[4343.05279709],[0],3,2,0,0.626428917,f2_f1,,,,,,1
LN_VTA_3,trial_12_neu_3_f1_f2_acum_r2_l2_task_1_sess_3,Picture,[4383.07485771],[0],3,2,0,1.098672584,f1_f2,,,,,,2
LN_VTA_3,trial_16_neu_5_f1_f2_acum_r3_l2_task_1_sess_3,Picture,[4403.06909586],[0],3,1,0,0.642275343,f1_f2,,,,,,1
LN_VTA_3,trial_19_neu_6_f1_f2_acum_r4_l2_task_1_sess_3,Picture,[4418.0648408],[0],3,2,0,0.790018136,f1_f2,,,,,,2
LN_VTA_3,trial_22_neu_7_f1_f2_acum_r4_l3_task_1_sess_3,Picture,[4433.0605903],[0],3,2,0,0.557580326,f1_f2,,,,,,2
LN_VTA_3,trial_27_neu_8_f2_f1_acum_r5_l3_task_1_sess_3,Picture,[4458.07022253],[0],3,2,0,1.372591705,f2_f1,,,,,,1
LN_VTA_3,trial_32_neu_9_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4483.06303333],[0],3,2,0,1.111951492,f2_f1,,,,,,1
LN_VTA_3,trial_34_neu_10_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4493.06018814],[0],3,1,0,1.011027459,f2_f1,,,,,,2
LN_VTA_3,trial_35_neu_11_f1_f2_acum_r7_l4_task_1_sess_3,Picture,[4498.05877713],[0],3,2,0,0.659422538,f1_f2,,,,,,2
LN_VTA_3,trial_36_neu_12_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4503.05738323],[0],3,2,0,0.87543652,f2_f1,,,,,,1
LN_VTA_3,trial_38_neu_13_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4513.071204],[0],3,2,0,1.050160391,f2_f1,,,,,,1
LN_VTA_3,trial_39_neu_14_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4518.05310537],[0],3,2,0,0.52002337,f2_f1,,,,,,1
LN_VTA_3,trial_41_neu_15_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4528.06690751],[0],3,2,0,1.096729033,f2_f1,,,,,,1
LN_VTA_3,trial_46_neu_16_f1_f2_acum_r9_l6_task_1_sess_3,Picture,[4553.05983044],[0],3,2,0,1.049761646,f1_f2,,,,,,2
LN_VTA_3,trial_51_neu_17_f1_f2_acum_r10_l7_task_1_sess_3,Picture,[4578.06950487],[0],3,1,0,0.908894646,f1_f2,,,,,,1
LN_VTA_3,trial_52_neu_18_f2_f1_acum_r10_l7_task_1_sess_3,Picture,[4583.06808854],[0],3,2,0,0.912036905,f2_f1,,,,,,1
LN_VTA_3,trial_54_neu_19_f1_f2_acum_r11_l7_task_1_sess_3,Picture,[4593.06517911],[0],3,1,0,1.026325372,f1_f2,,,,,,1
LN_VTA_3,trial_56_neu_20_f2_f1_acum_r12_l7_task_1_sess_3,Picture,[4603.06230236],[0],3,2,0,0.617892951,f2_f1,,,,,,1
LN_VTA_3,trial_62_neu_21_f1_f2_acum_r13_l10_task_1_sess_3,Picture,[4633.0704411],[0],3,2,0,0.475376043,f1_f2,,,,,,2
LN_VTA_3,trial_64_neu_22_f2_f1_acum_r13_l11_task_1_sess_3,Picture,[4643.0510379],[0],3,1,0,0.521366712,f2_f1,,,,,,2
LN_VTA_3,trial_72_neu_23_f1_f2_acum_r15_l12_task_1_sess_3,Picture,[4683.05624288],[0],3,1,0,0.589333046,f1_f2,,,,,,1
LN_VTA_3,trial_73_neu_24_f1_f2_acum_r15_l12_task_1_sess_3,Picture,[4688.05483643],[0],3,2,0,0.671446671,f1_f2,,,,,,2
LN_VTA_3,trial_76_neu_25_f1_f2_acum_r16_l12_task_1_sess_3,Picture,[4703.0672557],[0],3,1,0,0.964391727,f1_f2,,,,,,1
LN_VTA_3,trial_79_neu_26_f1_f2_acum_r18_l12_task_1_sess_3,Picture,[4718.04628336],[0],3,1,0,0.857644072,f1_f2,,,,,,1
LN_VTA_3,trial_82_neu_27_f1_f2_acum_r18_l12_task_1_sess_3,Picture,[4733.05888927],[0],3,2,0,0.716050474,f1_f2,,,,,,2
LN_VTA_3,trial_87_neu_28_f2_f1_acum_r18_l13_task_1_sess_3,Picture,[4758.05158983],[0],3,2,0,0.699197492,f2_f1,,,,,,1
LN_VTA_3,trial_92_neu_29_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4783.06121256],[0],3,1,0,0.501816972,f2_f1,,,,,,2
LN_VTA_3,trial_94_neu_30_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4793.05831415],[0],3,1,0,0.62917319,f2_f1,,,,,,2
LN_VTA_3,trial_95_neu_31_f1_f2_acum_r20_l13_task_1_sess_3,Picture,[4798.05689934],[0],3,1,0,0.677413788,f1_f2,,,,,,1
LN_VTA_3,trial_96_neu_32_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4803.07217521],[0],3,1,0,0.743796733,f2_f1,,,,,,2
LN_VTA_3,trial_98_neu_33_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4813.06932507],[0],3,2,0,0.475356277,f2_f1,,,,,,1
LN_VTA_3,trial_99_neu_34_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4818.06802772],[0],3,2,0,0.355282199,f2_f1,,,,,,1
LN_VTA_3,trial_101_neu_35_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4828.04841811],[0],3,2,0,0.634411619,f2_f1,,,,,,1
LN_VTA_3,trial_106_neu_36_f1_f2_acum_r22_l14_task_1_sess_3,Picture,[4853.05797394],[0],3,1,0,0.731754545,f1_f2,,,,,,1
LN_VTA_3,trial_111_neu_37_f1_f2_acum_r23_l15_task_1_sess_3,Picture,[4878.05089155],[0],3,1,0,0.623317258,f1_f2,,,,,,1
LN_VTA_3,trial_112_neu_38_f2_f1_acum_r23_l15_task_1_sess_3,Picture,[4883.04938894],[0],3,2,0,0.58858269,f2_f1,,,,,,1
LN_VTA_3,trial_114_neu_39_f1_f2_acum_r24_l15_task_1_sess_3,Picture,[4893.06329257],[0],3,1,0,0.637596261,f1_f2,,,,,,1
LN_VTA_3,trial_116_neu_40_f2_f1_acum_r25_l15_task_1_sess_3,Picture,[4903.06062337],[0],3,2,0,0.498770503,f2_f1,,,,,,1
LN_VTA_4,trial_1_neu_1_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10295.10752209],[0],3,1,0,0.695178334,f1_f2,,,,,,1
LN_VTA_4,trial_2_neu_2_f2_f1_acum_r0_l0_task_2_sess_1,Picture,[10300.10604686],[0],3,2,0,0.907391787,f2_f1,,,,,,1
LN_VTA_4,trial_4_neu_3_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10310.10312984],[0],3,2,0,1.374117512,f1_f2,,,,,,2
LN_VTA_4,trial_5_neu_4_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10315.11836074],[0],3,2,0,1.244183169,f1_f2,,,,,,2
LN_VTA_4,trial_17_neu_6_f1_f2_acum_r2_l4_task_2_sess_1,Picture,[10375.11753741],[0],3,2,0,0.902180577,f1_f2,,,,,,2
LN_VTA_4,trial_19_neu_7_f1_f2_acum_r3_l4_task_2_sess_1,Picture,[10385.1146451],[0],3,2,0,1.31773157,f1_f2,,,,,,2
LN_VTA_4,trial_20_neu_8_f1_f2_acum_r3_l4_task_2_sess_1,Picture,[10390.11315162],[0],3,2,0,0.724526004,f1_f2,,,,,,2
LN_VTA_4,trial_22_neu_9_f1_f2_acum_r3_l4_task_2_sess_1,Picture,[10400.11022738],[0],3,2,0,0.77392369,f1_f2,,,,,,2
LN_VTA_4,trial_23_neu_10_f1_f2_acum_r3_l4_task_2_sess_1,Picture,[10405.10879814],[0],3,1,0,1.236907165,f1_f2,,,,,,1
LN_VTA_4,trial_24_neu_11_f2_f1_acum_r3_l4_task_2_sess_1,Picture,[10410.10731341],[0],3,2,0,1.389687092,f2_f1,,,,,,1
LN_VTA_4,trial_26_neu_12_f2_f1_acum_r3_l4_task_2_sess_1,Picture,[10420.10439791],[0],3,2,0,0.78454016,f2_f1,,,,,,1
LN_VTA_4,trial_27_neu_13_f1_f2_acum_r3_l4_task_2_sess_1,Picture,[10425.10296639],[0],3,1,0,1.059557825,f1_f2,,,,,,1
LN_VTA_4,trial_31_neu_14_f2_f1_acum_r3_l6_task_2_sess_1,Picture,[10445.11379972],[0],3,2,0,1.300856099,f2_f1,,,,,,1
LN_VTA_4,trial_39_neu_15_f1_f2_acum_r5_l8_task_2_sess_1,Picture,[10485.11880281],[0],3,1,0,1.036485312,f1_f2,,,,,,1
LN_VTA_4,trial_41_neu_16_f2_f1_acum_r5_l8_task_2_sess_1,Picture,[10495.09925759],[0],3,2,0,0.998527238,f2_f1,,,,,,1
LN_VTA_4,trial_43_neu_17_f2_f1_acum_r6_l8_task_2_sess_1,Picture,[10505.11297639],[0],3,2,0,0.96518074,f2_f1,,,,,,1
LN_VTA_4,trial_45_neu_18_f2_f1_acum_r6_l8_task_2_sess_1,Picture,[10515.11006051],[0],3,2,0,0.965808122,f2_f1,,,,,,1
LN_VTA_4,trial_46_neu_19_f2_f1_acum_r6_l8_task_2_sess_1,Picture,[10520.1085773],[0],3,2,0,0.718836037,f2_f1,,,,,,1
LN_VTA_4,trial_57_neu_20_f2_f1_acum_r10_l8_task_2_sess_1,Picture,[10575.10923604],[0],3,2,0,0.751436176,f2_f1,,,,,,1
LN_VTA_4,trial_61_neu_21_f1_f2_acum_r11_l8_task_2_sess_1,Picture,[10595.12006822],[0],3,1,0,0.590074735,f1_f2,,,,,,1
LN_VTA_4,trial_62_neu_22_f2_f1_acum_r11_l8_task_2_sess_1,Picture,[10600.10192449],[0],3,2,0,0.626685485,f2_f1,,,,,,1
LN_VTA_4,trial_64_neu_23_f1_f2_acum_r12_l8_task_2_sess_1,Picture,[10610.11565621],[0],3,1,0,0.79880651,f1_f2,,,,,,1
LN_VTA_4,trial_65_neu_24_f1_f2_acum_r12_l8_task_2_sess_1,Picture,[10615.11423875],[0],3,1,0,0.515254463,f1_f2,,,,,,1
LN_VTA_4,trial_73_neu_25_f2_f1_acum_r14_l10_task_2_sess_1,Picture,[10655.10258514],[0],3,2,0,0.599744904,f2_f1,,,,,,1
LN_VTA_4,trial_77_neu_26_f1_f2_acum_r15_l11_task_2_sess_1,Picture,[10675.11341466],[0],3,1,0,0.723779645,f1_f2,,,,,,1
LN_VTA_4,trial_79_neu_27_f1_f2_acum_r16_l11_task_2_sess_1,Picture,[10685.12726079],[0],3,1,0,0.573874921,f1_f2,,,,,,1
LN_VTA_4,trial_80_neu_28_f1_f2_acum_r16_l11_task_2_sess_1,Picture,[10690.10901633],[0],3,1,0,0.605353336,f1_f2,,,,,,1
LN_VTA_4,trial_82_neu_29_f1_f2_acum_r16_l11_task_2_sess_1,Picture,[10700.10610236],[0],3,1,0,0.717605789,f1_f2,,,,,,1
LN_VTA_4,trial_83_neu_30_f1_f2_acum_r16_l11_task_2_sess_1,Picture,[10705.12133401],[0],3,1,0,0.52511203,f1_f2,,,,,,1
LN_VTA_4,trial_84_neu_31_f2_f1_acum_r16_l11_task_2_sess_1,Picture,[10710.10319104],[0],3,2,0,0.785168682,f2_f1,,,,,,1
LN_VTA_4,trial_86_neu_32_f2_f1_acum_r16_l12_task_2_sess_1,Picture,[10720.1169334],[0],3,2,0,1.191546509,f2_f1,,,,,,1
LN_VTA_4,trial_87_neu_33_f1_f2_acum_r16_l12_task_2_sess_1,Picture,[10725.11550568],[0],3,1,0,0.488016061,f1_f2,,,,,,1
LN_VTA_4,trial_91_neu_34_f2_f1_acum_r17_l12_task_2_sess_1,Picture,[10745.10967925],[0],3,2,0,0.636127204,f2_f1,,,,,,1
LN_VTA_4,trial_101_neu_36_f2_f1_acum_r20_l15_task_2_sess_1,Picture,[10795.11176723],[0],3,2,0,1.083160602,f2_f1,,,,,,1
LN_VTA_4,trial_103_neu_37_f2_f1_acum_r21_l15_task_2_sess_1,Picture,[10805.10885516],[0],3,1,0,1.218986753,f2_f1,,,,,,2
LN_VTA_4,trial_105_neu_38_f2_f1_acum_r21_l15_task_2_sess_1,Picture,[10815.12265644],[0],3,1,0,0.5679107,f2_f1,,,,,,2
LN_VTA_4,trial_106_neu_39_f2_f1_acum_r21_l15_task_2_sess_1,Picture,[10820.10445227],[0],3,1,0,1.042911185,f2_f1,,,,,,2
LN_VTA_4,trial_117_neu_40_f2_f1_acum_r24_l16_task_2_sess_1,Picture,[10875.10511481],[0],3,2,0,1.147151348,f2_f1,,,,,,1
LN_VTA_4,trial_1_neu_1_f1_f2_acum_r0_l0_task_2_sess_2,Picture,[11028.74375725],[0],3,1,0,0.93772472,f1_f2,,,,,,1
LN_VTA_4,trial_9_neu_2_f2_f1_acum_r1_l2_task_2_sess_2,Picture,[11068.73197591],[0],3,1,0,0.592716926,f2_f1,,,,,,2
LN_VTA_4,trial_10_neu_3_f1_f2_acum_r1_l2_task_2_sess_2,Picture,[11073.73054477],[0],3,2,0,1.01986756,f1_f2,,,,,,2
LN_VTA_4,trial_16_neu_4_f1_f2_acum_r2_l2_task_2_sess_2,Picture,[11103.73846108],[0],3,2,0,0.877324176,f1_f2,,,,,,2
LN_VTA_4,trial_18_neu_5_f1_f2_acum_r2_l2_task_2_sess_2,Picture,[11113.7355205],[0],3,2,0,0.844143979,f1_f2,,,,,,2
LN_VTA_4,trial_22_neu_6_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11133.7297165],[0],3,2,0,1.207131293,f1_f2,,,,,,2
LN_VTA_4,trial_24_neu_7_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11143.74356377],[0],3,2,0,0.671152867,f1_f2,,,,,,2
LN_VTA_4,trial_26_neu_8_f2_f1_acum_r4_l2_task_2_sess_2,Picture,[11153.72392238],[0],3,1,0,0.84698041,f2_f1,,,,,,2
LN_VTA_4,trial_30_neu_9_f2_f1_acum_r5_l2_task_2_sess_2,Picture,[11173.73472377],[0],3,1,0,0.911526887,f2_f1,,,,,,2
LN_VTA_4,trial_33_neu_10_f2_f1_acum_r6_l3_task_2_sess_2,Picture,[11188.73032544],[0],3,2,0,0.993399083,f2_f1,,,,,,1
LN_VTA_4,trial_37_neu_11_f1_f2_acum_r7_l4_task_2_sess_2,Picture,[11208.74117778],[0],3,2,0,1.057287198,f1_f2,,,,,,2
LN_VTA_4,trial_43_neu_12_f2_f1_acum_r7_l5_task_2_sess_2,Picture,[11238.73241609],[0],3,1,0,0.681071633,f2_f1,,,,,,2
LN_VTA_4,trial_45_neu_13_f2_f1_acum_r7_l5_task_2_sess_2,Picture,[11248.72949907],[0],3,1,0,0.811721545,f2_f1,,,,,,2
LN_VTA_4,trial_46_neu_14_f2_f1_acum_r7_l5_task_2_sess_2,Picture,[11253.7281029],[0],3,1,0,0.75571743,f2_f1,,,,,,2
LN_VTA_4,trial_47_neu_15_f2_f1_acum_r7_l5_task_2_sess_2,Picture,[11258.72658396],[0],3,1,0,0.61823283,f2_f1,,,,,,2
LN_VTA_4,trial_48_neu_16_f1_f2_acum_r7_l5_task_2_sess_2,Picture,[11263.74181447],[0],3,2,0,0.654695145,f1_f2,,,,,,2
LN_VTA_4,trial_50_neu_17_f1_f2_acum_r7_l5_task_2_sess_2,Picture,[11273.72230346],[0],3,2,0,1.026628315,f1_f2,,,,,,2
LN_VTA_4,trial_52_neu_18_f2_f1_acum_r8_l5_task_2_sess_2,Picture,[11283.73599032],[0],3,1,0,0.665128208,f2_f1,,,,,,2
LN_VTA_4,trial_54_neu_19_f1_f2_acum_r8_l6_task_2_sess_2,Picture,[11293.73307331],[0],3,2,0,0.616223533,f1_f2,,,,,,2
LN_VTA_4,trial_59_neu_20_f2_f1_acum_r8_l6_task_2_sess_2,Picture,[11318.72579787],[0],3,1,0,0.601562052,f2_f1,,,,,,2
LN_VTA_4,trial_61_neu_21_f1_f2_acum_r8_l6_task_2_sess_2,Picture,[11328.7228744],[0],3,2,0,1.132493478,f1_f2,,,,,,2
LN_VTA_4,trial_69_neu_22_f2_f1_acum_r8_l9_task_2_sess_2,Picture,[11368.72785203],[0],3,2,0,0.758910981,f2_f1,,,,,,1
LN_VTA_4,trial_70_neu_23_f1_f2_acum_r8_l9_task_2_sess_2,Picture,[11373.74308292],[0],3,1,0,0.860821409,f1_f2,,,,,,1
LN_VTA_4,trial_76_neu_24_f1_f2_acum_r10_l10_task_2_sess_2,Picture,[11403.73434062],[0],3,1,0,0.850427308,f1_f2,,,,,,1
LN_VTA_4,trial_78_neu_25_f1_f2_acum_r10_l10_task_2_sess_2,Picture,[11413.73142664],[0],3,1,0,0.95296721,f1_f2,,,,,,1
LN_VTA_4,trial_82_neu_26_f1_f2_acum_r11_l10_task_2_sess_2,Picture,[11433.74225769],[0],3,1,0,0.818006014,f1_f2,,,,,,1
LN_VTA_4,trial_84_neu_27_f1_f2_acum_r11_l10_task_2_sess_2,Picture,[11443.73934181],[0],3,1,0,0.568338331,f1_f2,,,,,,1
LN_VTA_4,trial_86_neu_28_f2_f1_acum_r11_l10_task_2_sess_2,Picture,[11453.71975326],[0],3,2,0,0.98061937,f2_f1,,,,,,1
LN_VTA_4,trial_90_neu_29_f2_f1_acum_r12_l10_task_2_sess_2,Picture,[11473.71388958],[0],3,2,0,0.770343371,f2_f1,,,,,,1
LN_VTA_4,trial_93_neu_30_f2_f1_acum_r12_l11_task_2_sess_2,Picture,[11488.74302438],[0],3,2,0,0.957208172,f2_f1,,,,,,1
LN_VTA_4,trial_97_neu_31_f1_f2_acum_r13_l12_task_2_sess_2,Picture,[11508.72041694],[0],3,1,0,0.55504413,f1_f2,,,,,,1
LN_VTA_4,trial_103_neu_32_f2_f1_acum_r13_l13_task_2_sess_2,Picture,[11538.72829258],[0],3,1,0,0.998900512,f2_f1,,,,,,2
LN_VTA_4,trial_105_neu_33_f2_f1_acum_r13_l13_task_2_sess_2,Picture,[11548.72540141],[0],3,1,0,0.740498698,f2_f1,,,,,,2
LN_VTA_4,trial_106_neu_34_f2_f1_acum_r13_l13_task_2_sess_2,Picture,[11553.72396153],[0],3,1,0,0.569712833,f2_f1,,,,,,2
LN_VTA_4,trial_107_neu_35_f2_f1_acum_r13_l13_task_2_sess_2,Picture,[11558.73912325],[0],3,1,0,0.563661375,f2_f1,,,,,,2
LN_VTA_4,trial_108_neu_36_f1_f2_acum_r13_l13_task_2_sess_2,Picture,[11563.72115969],[0],3,1,0,0.791135754,f1_f2,,,,,,1
LN_VTA_4,trial_110_neu_37_f1_f2_acum_r13_l13_task_2_sess_2,Picture,[11573.73477737],[0],3,1,0,1.479980013,f1_f2,,,,,,1
LN_VTA_4,trial_119_neu_40_f2_f1_acum_r14_l14_task_2_sess_2,Picture,[11618.7216603],[0],3,1,0,0.635620318,f2_f1,,,,,,2
LN_VTA_4,trial_1_neu_1_f1_f2_acum_r0_l0_task_2_sess_2,Picture,[11727.09018459],[0],3,1,0,1.438399237,f1_f2,,,,,,1
LN_VTA_4,trial_9_neu_2_f2_f1_acum_r2_l2_task_2_sess_2,Picture,[11767.09507897],[0],3,1,0,1.344254973,f2_f1,,,,,,2
LN_VTA_4,trial_10_neu_3_f1_f2_acum_r2_l2_task_2_sess_2,Picture,[11772.09361286],[0],3,2,0,1.014349786,f1_f2,,,,,,2
LN_VTA_4,trial_16_neu_4_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11802.08487208],[0],3,2,0,1.057038792,f1_f2,,,,,,2
LN_VTA_4,trial_18_neu_5_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11812.09866727],[0],3,2,0,0.7936278,f1_f2,,,,,,2
LN_VTA_4,trial_24_neu_7_f1_f2_acum_r5_l3_task_2_sess_2,Picture,[11842.08985883],[0],3,2,0,0.676317133,f1_f2,,,,,,2
LN_VTA_4,trial_26_neu_8_f2_f1_acum_r5_l3_task_2_sess_2,Picture,[11852.10363046],[0],3,1,0,0.950468703,f2_f1,,,,,,2
