Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time,Stimuli_Order,High_Reward_Chosen,High_Loss_Chosen,m1_rp_all_fit_chosen_value,m2_rp_individual_fit_chosen_value,m3_rp_good_patients_chosen_value,correct decisions
LN_VTA_3,trial_115_los_38_f2_f1_acum_r21_l14_task_1_sess_1,Picture,[3090.57518747],[0],2,2,-1,0.945953646,f2_f1,,1.0,,,,1
LN_VTA_3,trial_116_los_39_f1_f2_acum_r21_l15_task_1_sess_1,Picture,[3095.59039985],[0],2,2,-1,0.546673935,f1_f2,,0.0,,,,2
LN_VTA_3,trial_119_los_40_f1_f2_acum_r21_l16_task_1_sess_1,Picture,[3110.56931462],[0],2,2,0,0.678948711,f1_f2,,0.0,,,,2
LN_VTA_3,trial_2_los_1_f2_f1_acum_r0_l0_task_1_sess_2,Picture,[3351.23438516],[0],2,1,-1,0.52813056,f2_f1,,0.0,,,,2
LN_VTA_3,trial_3_los_2_f2_f1_acum_r0_l1_task_1_sess_2,Picture,[3356.2329179],[0],2,2,0,0.538041419,f2_f1,,1.0,,,,1
LN_VTA_3,trial_4_los_3_f1_f2_acum_r0_l1_task_1_sess_2,Picture,[3361.24829868],[0],2,1,-1,0.331547341,f1_f2,,1.0,,,,1
LN_VTA_3,trial_6_los_4_f1_f2_acum_r0_l2_task_1_sess_2,Picture,[3371.2287077],[0],2,2,0,0.692448468,f1_f2,,0.0,,,,2
LN_VTA_3,trial_7_los_5_f2_f1_acum_r0_l2_task_1_sess_2,Picture,[3376.24394821],[0],2,1,-1,0.777271965,f2_f1,,0.0,,,,2
LN_VTA_3,trial_14_los_6_f2_f1_acum_r2_l3_task_1_sess_2,Picture,[3411.23401531],[0],2,1,0,0.643340058,f2_f1,,0.0,,,,2
LN_VTA_3,trial_15_los_7_f2_f1_acum_r2_l3_task_1_sess_2,Picture,[3416.23256173],[0],2,2,0,0.460578937,f2_f1,,1.0,,,,1
LN_VTA_3,trial_17_los_8_f1_f2_acum_r2_l3_task_1_sess_2,Picture,[3426.2298492],[0],2,1,0,0.521694375,f1_f2,,1.0,,,,1
LN_VTA_3,trial_19_los_9_f1_f2_acum_r2_l3_task_1_sess_2,Picture,[3436.24357037],[0],2,2,0,0.594664413,f1_f2,,0.0,,,,2
LN_VTA_3,trial_23_los_10_f1_f2_acum_r3_l3_task_1_sess_2,Picture,[3456.23784083],[0],2,2,0,0.774918265,f1_f2,,0.0,,,,2
LN_VTA_3,trial_25_los_11_f2_f1_acum_r3_l3_task_1_sess_2,Picture,[3466.23500438],[0],2,1,0,0.633742798,f2_f1,,0.0,,,,2
LN_VTA_3,trial_31_los_12_f1_f2_acum_r5_l3_task_1_sess_2,Picture,[3496.22651175],[0],2,2,-1,0.78196055,f1_f2,,0.0,,,,2
LN_VTA_3,trial_36_los_13_f1_f2_acum_r5_l4_task_1_sess_2,Picture,[3521.23613827],[0],2,2,-1,1.089033322,f1_f2,,0.0,,,,2
LN_VTA_3,trial_38_los_14_f2_f1_acum_r5_l5_task_1_sess_2,Picture,[3531.24991837],[0],2,1,0,0.529927006,f2_f1,,0.0,,,,2
LN_VTA_3,trial_39_los_15_f2_f1_acum_r5_l5_task_1_sess_2,Picture,[3536.23179389],[0],2,1,-1,0.560768579,f2_f1,,0.0,,,,2
LN_VTA_3,trial_40_los_16_f1_f2_acum_r5_l6_task_1_sess_2,Picture,[3541.24706595],[0],2,2,0,0.901226114,f1_f2,,0.0,,,,2
LN_VTA_3,trial_41_los_17_f1_f2_acum_r5_l6_task_1_sess_2,Picture,[3546.24570512],[0],2,2,0,0.531515145,f1_f2,,0.0,,,,2
LN_VTA_3,trial_49_los_18_f2_f1_acum_r7_l6_task_1_sess_2,Picture,[3586.2509751],[0],2,2,-1,1.087282491,f2_f1,,1.0,,,,1
LN_VTA_3,trial_53_los_19_f1_f2_acum_r8_l7_task_1_sess_2,Picture,[3606.22861457],[0],2,2,-1,0.754861254,f1_f2,,0.0,,,,2
LN_VTA_3,trial_60_los_20_f2_f1_acum_r11_l8_task_1_sess_2,Picture,[3641.23531608],[0],2,1,0,0.892547793,f2_f1,,0.0,,,,2
LN_VTA_3,trial_62_los_21_f2_f1_acum_r11_l8_task_1_sess_2,Picture,[3651.23250547],[0],2,2,-1,1.209734217,f2_f1,,1.0,,,,1
LN_VTA_3,trial_63_los_22_f2_f1_acum_r11_l9_task_1_sess_2,Picture,[3656.24782467],[0],2,1,0,0.46722932,f2_f1,,0.0,,,,2
LN_VTA_3,trial_64_los_23_f1_f2_acum_r11_l9_task_1_sess_2,Picture,[3661.22969411],[0],2,2,0,0.816201723,f1_f2,,0.0,,,,2
LN_VTA_3,trial_66_los_24_f1_f2_acum_r12_l9_task_1_sess_2,Picture,[3671.24348751],[0],2,2,0,0.598892674,f1_f2,,0.0,,,,2
LN_VTA_3,trial_67_los_25_f2_f1_acum_r12_l9_task_1_sess_2,Picture,[3676.24220156],[0],2,1,-1,0.549920346,f2_f1,,0.0,,,,2
LN_VTA_3,trial_74_los_26_f2_f1_acum_r14_l10_task_1_sess_2,Picture,[3711.24884757],[0],2,2,-1,0.925706576,f2_f1,,1.0,,,,1
LN_VTA_3,trial_75_los_27_f2_f1_acum_r14_l11_task_1_sess_2,Picture,[3716.23083028],[0],2,1,0,0.392398787,f2_f1,,0.0,,,,2
LN_VTA_3,trial_77_los_28_f1_f2_acum_r14_l11_task_1_sess_2,Picture,[3726.24464763],[0],2,1,0,0.707153205,f1_f2,,1.0,,,,1
LN_VTA_3,trial_79_los_29_f1_f2_acum_r14_l11_task_1_sess_2,Picture,[3736.24170779],[0],2,2,0,0.637618117,f1_f2,,0.0,,,,2
LN_VTA_3,trial_83_los_30_f1_f2_acum_r15_l11_task_1_sess_2,Picture,[3756.23604248],[0],2,2,0,0.805291911,f1_f2,,0.0,,,,2
LN_VTA_3,trial_85_los_31_f2_f1_acum_r15_l11_task_1_sess_2,Picture,[3766.2498967],[0],2,1,0,0.597087676,f2_f1,,0.0,,,,2
LN_VTA_3,trial_91_los_32_f1_f2_acum_r17_l11_task_1_sess_2,Picture,[3796.24135694],[0],2,2,-1,0.482185885,f1_f2,,0.0,,,,2
LN_VTA_3,trial_96_los_33_f1_f2_acum_r19_l12_task_1_sess_2,Picture,[3821.25092911],[0],2,2,-1,0.719413392,f1_f2,,0.0,,,,2
LN_VTA_3,trial_98_los_34_f2_f1_acum_r19_l13_task_1_sess_2,Picture,[3831.23153427],[0],2,1,0,0.734487414,f2_f1,,0.0,,,,2
LN_VTA_3,trial_99_los_35_f2_f1_acum_r19_l13_task_1_sess_2,Picture,[3836.24667253],[0],2,2,0,0.824175682,f2_f1,,1.0,,,,1
LN_VTA_3,trial_100_los_36_f1_f2_acum_r19_l13_task_1_sess_2,Picture,[3841.2285834],[0],2,1,-1,0.503546326,f1_f2,,1.0,,,,1
LN_VTA_3,trial_101_los_37_f1_f2_acum_r19_l14_task_1_sess_2,Picture,[3846.22714274],[0],2,1,-1,0.551855915,f1_f2,,1.0,,,,1
LN_VTA_3,trial_109_los_38_f2_f1_acum_r21_l15_task_1_sess_2,Picture,[3886.23248723],[0],2,1,0,0.73984463,f2_f1,,0.0,,,,2
LN_VTA_3,trial_113_los_39_f1_f2_acum_r22_l15_task_1_sess_2,Picture,[3906.24344113],[0],2,2,-1,0.559997696,f1_f2,,0.0,,,,2
LN_VTA_3,trial_120_los_40_f2_f1_acum_r24_l16_task_1_sess_2,Picture,[3941.23363062],[0],2,1,0,0.458282825,f2_f1,,0.0,,,,2
LN_VTA_3,trial_1_los_1_f2_f1_acum_r0_l0_task_1_sess_3,Picture,[4328.05713007],[0],2,1,-1,0.832887833,f2_f1,,0.0,,,,2
LN_VTA_3,trial_3_los_2_f2_f1_acum_r0_l1_task_1_sess_3,Picture,[4338.05429514],[0],2,1,0,1.260961414,f2_f1,,0.0,,,,2
LN_VTA_3,trial_5_los_3_f1_f2_acum_r0_l1_task_1_sess_3,Picture,[4348.06800263],[0],2,2,0,0.94876235,f1_f2,,0.0,,,,2
LN_VTA_3,trial_6_los_4_f1_f2_acum_r0_l1_task_1_sess_3,Picture,[4353.04994847],[0],2,2,0,0.54195437,f1_f2,,0.0,,,,2
LN_VTA_3,trial_7_los_5_f2_f1_acum_r0_l1_task_1_sess_3,Picture,[4358.06516732],[0],2,2,-1,1.007449394,f2_f1,,1.0,,,,1
LN_VTA_3,trial_9_los_6_f2_f1_acum_r1_l2_task_1_sess_3,Picture,[4368.06231985],[0],2,1,0,1.272846423,f2_f1,,0.0,,,,2
LN_VTA_3,trial_20_los_7_f2_f1_acum_r4_l2_task_1_sess_3,Picture,[4423.0467186],[0],2,2,-1,0.801510101,f2_f1,,1.0,,,,1
LN_VTA_3,trial_21_los_8_f1_f2_acum_r4_l3_task_1_sess_3,Picture,[4428.06198458],[0],2,1,0,0.81542856,f1_f2,,1.0,,,,1
LN_VTA_3,trial_23_los_9_f1_f2_acum_r4_l3_task_1_sess_3,Picture,[4438.05915991],[0],2,2,0,0.632326473,f1_f2,,0.0,,,,2
LN_VTA_3,trial_30_los_10_f1_f2_acum_r7_l3_task_1_sess_3,Picture,[4473.06588917],[0],2,2,-1,0.671409039,f1_f2,,0.0,,,,2
LN_VTA_3,trial_31_los_11_f2_f1_acum_r7_l4_task_1_sess_3,Picture,[4478.04775823],[0],2,1,0,0.480893289,f2_f1,,0.0,,,,2
LN_VTA_3,trial_33_los_12_f1_f2_acum_r7_l4_task_1_sess_3,Picture,[4488.06171812],[0],2,2,0,0.843832427,f1_f2,,0.0,,,,2
LN_VTA_3,trial_37_los_13_f1_f2_acum_r7_l4_task_1_sess_3,Picture,[4508.05593954],[0],2,2,0,0.617802103,f1_f2,,0.0,,,,2
LN_VTA_3,trial_43_los_14_f2_f1_acum_r8_l4_task_1_sess_3,Picture,[4538.06405129],[0],2,2,-1,0.845230316,f2_f1,,1.0,,,,1
LN_VTA_3,trial_45_los_15_f2_f1_acum_r9_l5_task_1_sess_3,Picture,[4548.06124677],[0],2,2,-1,0.600510273,f2_f1,,1.0,,,,1
LN_VTA_3,trial_48_los_16_f1_f2_acum_r10_l6_task_1_sess_3,Picture,[4563.05698715],[0],2,2,-1,0.713176009,f1_f2,,0.0,,,,2
LN_VTA_3,trial_49_los_17_f1_f2_acum_r10_l7_task_1_sess_3,Picture,[4568.0722022],[0],2,1,0,0.814649885,f1_f2,,1.0,,,,1
LN_VTA_3,trial_57_los_18_f2_f1_acum_r12_l7_task_1_sess_3,Picture,[4608.06087311],[0],2,2,-1,0.699102842,f2_f1,,1.0,,,,1
LN_VTA_3,trial_58_los_19_f1_f2_acum_r12_l8_task_1_sess_3,Picture,[4613.05948758],[0],2,1,-1,0.619296543,f1_f2,,1.0,,,,1
LN_VTA_3,trial_59_los_20_f2_f1_acum_r12_l9_task_1_sess_3,Picture,[4618.0580283],[0],2,2,-1,0.750609237,f2_f1,,1.0,,,,1
LN_VTA_3,trial_63_los_22_f2_f1_acum_r13_l10_task_1_sess_3,Picture,[4638.06899855],[0],2,2,-1,0.44860555,f2_f1,,1.0,,,,1
LN_VTA_3,trial_65_los_23_f1_f2_acum_r13_l11_task_1_sess_3,Picture,[4648.06619327],[0],2,1,0,0.514093314,f1_f2,,1.0,,,,1
LN_VTA_3,trial_66_los_24_f1_f2_acum_r13_l11_task_1_sess_3,Picture,[4653.06476668],[0],2,1,0,0.430883615,f1_f2,,1.0,,,,1
LN_VTA_3,trial_67_los_25_f2_f1_acum_r13_l11_task_1_sess_3,Picture,[4658.06344614],[0],2,2,-1,0.433001831,f2_f1,,1.0,,,,1
LN_VTA_3,trial_69_los_26_f2_f1_acum_r14_l12_task_1_sess_3,Picture,[4668.06050364],[0],2,1,0,0.631696995,f2_f1,,0.0,,,,2
LN_VTA_3,trial_80_los_27_f2_f1_acum_r18_l12_task_1_sess_3,Picture,[4723.06155923],[0],2,1,0,0.64512662,f2_f1,,0.0,,,,2
LN_VTA_3,trial_81_los_28_f1_f2_acum_r18_l12_task_1_sess_3,Picture,[4728.060141],[0],2,2,0,0.526172754,f1_f2,,0.0,,,,2
LN_VTA_3,trial_83_los_29_f1_f2_acum_r18_l12_task_1_sess_3,Picture,[4738.05730341],[0],2,1,-1,0.982767468,f1_f2,,1.0,,,,1
LN_VTA_3,trial_90_los_30_f1_f2_acum_r20_l13_task_1_sess_3,Picture,[4773.06403343],[0],2,1,0,0.810313481,f1_f2,,1.0,,,,1
LN_VTA_3,trial_91_los_31_f2_f1_acum_r20_l13_task_1_sess_3,Picture,[4778.06271213],[0],2,2,0,0.731288708,f2_f1,,1.0,,,,1
LN_VTA_3,trial_93_los_32_f1_f2_acum_r20_l13_task_1_sess_3,Picture,[4788.05977685],[0],2,2,0,0.701949177,f1_f2,,0.0,,,,2
LN_VTA_3,trial_97_los_33_f1_f2_acum_r20_l13_task_1_sess_3,Picture,[4808.05404312],[0],2,2,0,0.795715558,f1_f2,,0.0,,,,2
LN_VTA_3,trial_103_los_34_f2_f1_acum_r21_l13_task_1_sess_3,Picture,[4838.06224268],[0],2,1,-1,0.71772224,f2_f1,,0.0,,,,2
LN_VTA_3,trial_105_los_35_f2_f1_acum_r22_l14_task_1_sess_3,Picture,[4848.05941155],[0],2,1,0,0.61852357,f2_f1,,0.0,,,,2
LN_VTA_3,trial_108_los_36_f1_f2_acum_r23_l14_task_1_sess_3,Picture,[4863.05508427],[0],2,1,-1,0.976101121,f1_f2,,1.0,,,,1
LN_VTA_3,trial_109_los_37_f1_f2_acum_r23_l15_task_1_sess_3,Picture,[4868.05369227],[0],2,1,0,0.391250825,f1_f2,,1.0,,,,1
LN_VTA_3,trial_117_los_38_f2_f1_acum_r25_l15_task_1_sess_3,Picture,[4908.05900064],[0],2,1,0,0.527884243,f2_f1,,0.0,,,,2
LN_VTA_3,trial_118_los_39_f1_f2_acum_r25_l15_task_1_sess_3,Picture,[4913.07430768],[0],2,2,-1,0.490653239,f1_f2,,0.0,,,,2
LN_VTA_3,trial_119_los_40_f2_f1_acum_r25_l16_task_1_sess_3,Picture,[4918.05618586],[0],2,1,-1,0.468542063,f2_f1,,0.0,,,,2
LN_VTA_4,trial_8_los_2_f1_f2_acum_r1_l0_task_2_sess_1,Picture,[10330.11398522],[0],2,1,0,0.834804132,f1_f2,,1.0,,,,1
LN_VTA_4,trial_9_los_3_f1_f2_acum_r1_l0_task_2_sess_1,Picture,[10335.11253393],[0],2,1,-1,0.605352385,f1_f2,,1.0,,,,1
LN_VTA_4,trial_10_los_4_f2_f1_acum_r1_l1_task_2_sess_1,Picture,[10340.11105033],[0],2,2,-1,0.978851257,f2_f1,,1.0,,,,1
LN_VTA_4,trial_11_los_5_f1_f2_acum_r1_l2_task_2_sess_1,Picture,[10345.09291269],[0],2,2,-1,1.290969073,f1_f2,,0.0,,,,2
LN_VTA_4,trial_14_los_6_f1_f2_acum_r2_l3_task_2_sess_1,Picture,[10360.12192547],[0],2,1,-1,0.591861093,f1_f2,,1.0,,,,1
LN_VTA_4,trial_15_los_7_f1_f2_acum_r2_l4_task_2_sess_1,Picture,[10365.10379125],[0],2,2,0,1.005461707,f1_f2,,0.0,,,,2
LN_VTA_4,trial_21_los_8_f2_f1_acum_r3_l4_task_2_sess_1,Picture,[10395.11170946],[0],2,1,0,1.048622438,f2_f1,,0.0,,,,2
LN_VTA_4,trial_25_los_9_f2_f1_acum_r3_l4_task_2_sess_1,Picture,[10415.12254278],[0],2,1,0,1.385385121,f2_f1,,0.0,,,,2
LN_VTA_4,trial_28_los_10_f2_f1_acum_r3_l4_task_2_sess_1,Picture,[10430.11818132],[0],2,2,-1,0.990877009,f2_f1,,1.0,,,,1
LN_VTA_4,trial_30_los_11_f1_f2_acum_r3_l5_task_2_sess_1,Picture,[10440.09859543],[0],2,1,-1,1.498231887,f1_f2,,1.0,,,,1
LN_VTA_4,trial_32_los_12_f2_f1_acum_r3_l6_task_2_sess_1,Picture,[10450.11233741],[0],2,1,-1,1.479598376,f2_f1,,0.0,,,,2
LN_VTA_4,trial_36_los_13_f1_f2_acum_r5_l7_task_2_sess_1,Picture,[10470.12319278],[0],2,1,-1,1.016869959,f1_f2,,1.0,,,,1
LN_VTA_4,trial_37_los_14_f1_f2_acum_r5_l8_task_2_sess_1,Picture,[10475.10505513],[0],2,2,0,1.065839634,f1_f2,,0.0,,,,2
LN_VTA_4,trial_40_los_15_f2_f1_acum_r5_l8_task_2_sess_1,Picture,[10490.10068835],[0],2,2,0,1.319396101,f2_f1,,1.0,,,,1
LN_VTA_4,trial_44_los_16_f2_f1_acum_r6_l8_task_2_sess_1,Picture,[10510.11149583],[0],2,1,0,1.083457663,f2_f1,,0.0,,,,2
LN_VTA_4,trial_55_los_18_f2_f1_acum_r10_l8_task_2_sess_1,Picture,[10565.09547201],[0],2,1,0,1.472214799,f2_f1,,0.0,,,,2
LN_VTA_4,trial_59_los_20_f1_f2_acum_r11_l8_task_2_sess_1,Picture,[10585.10632054],[0],2,2,0,0.960679778,f1_f2,,0.0,,,,2
LN_VTA_4,trial_66_los_21_f2_f1_acum_r12_l8_task_2_sess_1,Picture,[10620.11275782],[0],2,1,-1,1.337278121,f2_f1,,0.0,,,,2
LN_VTA_4,trial_68_los_22_f1_f2_acum_r13_l9_task_2_sess_1,Picture,[10630.10984384],[0],2,2,0,1.095652947,f1_f2,,0.0,,,,2
LN_VTA_4,trial_69_los_23_f1_f2_acum_r13_l9_task_2_sess_1,Picture,[10635.12510857],[0],2,2,0,0.608066989,f1_f2,,0.0,,,,2
LN_VTA_4,trial_70_los_24_f2_f1_acum_r13_l9_task_2_sess_1,Picture,[10640.10693291],[0],2,1,0,0.595463079,f2_f1,,0.0,,,,2
LN_VTA_4,trial_71_los_25_f1_f2_acum_r13_l9_task_2_sess_1,Picture,[10645.10549683],[0],2,2,-1,0.796287856,f1_f2,,0.0,,,,2
LN_VTA_4,trial_74_los_26_f1_f2_acum_r14_l10_task_2_sess_1,Picture,[10660.1177898],[0],2,1,-1,1.249926923,f1_f2,,1.0,,,,1
LN_VTA_4,trial_75_los_27_f1_f2_acum_r14_l11_task_2_sess_1,Picture,[10665.11633168],[0],2,1,0,1.259392399,f1_f2,,1.0,,,,1
LN_VTA_4,trial_81_los_28_f2_f1_acum_r16_l11_task_2_sess_1,Picture,[10695.10758709],[0],2,2,0,0.924363048,f2_f1,,1.0,,,,1
LN_VTA_4,trial_85_los_29_f2_f1_acum_r16_l11_task_2_sess_1,Picture,[10715.11840521],[0],2,2,-1,1.42844265,f2_f1,,1.0,,,,1
LN_VTA_4,trial_88_los_30_f2_f1_acum_r16_l12_task_2_sess_1,Picture,[10730.09735777],[0],2,1,0,1.076256732,f2_f1,,0.0,,,,2
LN_VTA_4,trial_92_los_32_f2_f1_acum_r17_l12_task_2_sess_1,Picture,[10750.10819604],[0],2,1,-1,1.109681915,f2_f1,,0.0,,,,2
LN_VTA_4,trial_96_los_33_f1_f2_acum_r19_l13_task_2_sess_1,Picture,[10770.11904799],[0],2,2,-1,1.248041354,f1_f2,,0.0,,,,2
LN_VTA_4,trial_97_los_34_f1_f2_acum_r19_l14_task_2_sess_1,Picture,[10775.11759708],[0],2,2,0,1.200179149,f1_f2,,0.0,,,,2
LN_VTA_4,trial_100_los_35_f2_f1_acum_r20_l14_task_2_sess_1,Picture,[10790.11320294],[0],2,1,-1,0.94111289,f2_f1,,0.0,,,,2
LN_VTA_4,trial_110_los_37_f2_f1_acum_r23_l15_task_2_sess_1,Picture,[10840.11531068],[0],2,1,0,0.603110457,f2_f1,,0.0,,,,2
LN_VTA_4,trial_115_los_38_f2_f1_acum_r24_l15_task_2_sess_1,Picture,[10865.10804361],[0],2,1,0,0.719253785,f2_f1,,0.0,,,,2
LN_VTA_4,trial_116_los_39_f1_f2_acum_r24_l15_task_2_sess_1,Picture,[10870.12327641],[0],2,2,-1,0.866376815,f1_f2,,0.0,,,,2
LN_VTA_4,trial_119_los_40_f1_f2_acum_r25_l16_task_2_sess_1,Picture,[10885.11886249],[0],2,2,0,0.956041974,f1_f2,,0.0,,,,2
LN_VTA_4,trial_2_los_1_f2_f1_acum_r0_l0_task_2_sess_2,Picture,[11033.74220219],[0],2,1,-1,0.967701294,f2_f1,,0.0,,,,2
LN_VTA_4,trial_3_los_2_f2_f1_acum_r0_l1_task_2_sess_2,Picture,[11038.72408697],[0],2,1,0,0.732535253,f2_f1,,0.0,,,,2
LN_VTA_4,trial_4_los_3_f1_f2_acum_r0_l1_task_2_sess_2,Picture,[11043.73928403],[0],2,2,0,1.357122684,f1_f2,,0.0,,,,2
LN_VTA_4,trial_6_los_4_f1_f2_acum_r0_l1_task_2_sess_2,Picture,[11053.71974566],[0],2,2,0,0.88691414,f1_f2,,0.0,,,,2
LN_VTA_4,trial_7_los_5_f2_f1_acum_r0_l1_task_2_sess_2,Picture,[11058.71825446],[0],2,1,-1,0.683318883,f2_f1,,0.0,,,,2
LN_VTA_4,trial_14_los_6_f2_f1_acum_r2_l2_task_2_sess_2,Picture,[11093.7247153],[0],2,1,0,0.981573273,f2_f1,,0.0,,,,2
LN_VTA_4,trial_15_los_7_f2_f1_acum_r2_l2_task_2_sess_2,Picture,[11098.73990819],[0],2,1,0,0.705456879,f2_f1,,0.0,,,,2
LN_VTA_4,trial_17_los_8_f1_f2_acum_r2_l2_task_2_sess_2,Picture,[11108.72034396],[0],2,2,0,1.226968634,f1_f2,,0.0,,,,2
LN_VTA_4,trial_19_los_9_f1_f2_acum_r2_l2_task_2_sess_2,Picture,[11118.73406503],[0],2,2,0,0.842693264,f1_f2,,0.0,,,,2
LN_VTA_4,trial_23_los_10_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11138.72823708],[0],2,2,0,0.769577056,f1_f2,,0.0,,,,2
LN_VTA_4,trial_25_los_11_f2_f1_acum_r4_l2_task_2_sess_2,Picture,[11148.72535314],[0],2,1,0,0.710105897,f2_f1,,0.0,,,,2
LN_VTA_4,trial_31_los_12_f1_f2_acum_r5_l2_task_2_sess_2,Picture,[11178.73324094],[0],2,2,-1,0.595733722,f1_f2,,0.0,,,,2
LN_VTA_4,trial_36_los_13_f1_f2_acum_r7_l3_task_2_sess_2,Picture,[11203.72597995],[0],2,1,-1,1.159995682,f1_f2,,1.0,,,,1
LN_VTA_4,trial_38_los_14_f2_f1_acum_r7_l4_task_2_sess_2,Picture,[11213.73972839],[0],2,1,0,0.751493954,f2_f1,,0.0,,,,2
LN_VTA_4,trial_39_los_15_f2_f1_acum_r7_l4_task_2_sess_2,Picture,[11218.72160975],[0],2,1,-1,0.787456225,f2_f1,,0.0,,,,2
LN_VTA_4,trial_40_los_16_f1_f2_acum_r7_l5_task_2_sess_2,Picture,[11223.7368129],[0],2,2,0,1.201694104,f1_f2,,0.0,,,,2
LN_VTA_4,trial_41_los_17_f1_f2_acum_r7_l5_task_2_sess_2,Picture,[11228.7353293],[0],2,2,0,0.764908272,f1_f2,,0.0,,,,2
LN_VTA_4,trial_49_los_18_f2_f1_acum_r7_l5_task_2_sess_2,Picture,[11268.74032822],[0],2,1,0,0.888850455,f2_f1,,0.0,,,,2
LN_VTA_4,trial_53_los_19_f1_f2_acum_r8_l5_task_2_sess_2,Picture,[11288.73451243],[0],2,2,-1,0.785610568,f1_f2,,0.0,,,,2
LN_VTA_4,trial_60_los_20_f2_f1_acum_r8_l6_task_2_sess_2,Picture,[11323.74099266],[0],2,1,0,0.494259478,f2_f1,,0.0,,,,2
LN_VTA_4,trial_62_los_21_f2_f1_acum_r8_l6_task_2_sess_2,Picture,[11333.72146112],[0],2,1,-1,0.632349604,f2_f1,,0.0,,,,2
LN_VTA_4,trial_64_los_23_f1_f2_acum_r8_l7_task_2_sess_2,Picture,[11343.73517155],[0],2,1,-1,1.126025222,f1_f2,,1.0,,,,1
LN_VTA_4,trial_66_los_24_f1_f2_acum_r8_l8_task_2_sess_2,Picture,[11353.7322572],[0],2,2,0,1.236104739,f1_f2,,0.0,,,,2
LN_VTA_4,trial_67_los_25_f2_f1_acum_r8_l8_task_2_sess_2,Picture,[11358.73078995],[0],2,1,-1,0.845487692,f2_f1,,0.0,,,,2
LN_VTA_4,trial_74_los_26_f2_f1_acum_r10_l9_task_2_sess_2,Picture,[11393.73724471],[0],2,2,-1,1.204127611,f2_f1,,1.0,,,,1
LN_VTA_4,trial_77_los_28_f1_f2_acum_r10_l10_task_2_sess_2,Picture,[11408.73285702],[0],2,2,0,1.075711075,f1_f2,,0.0,,,,2
LN_VTA_4,trial_79_los_29_f1_f2_acum_r10_l10_task_2_sess_2,Picture,[11418.72994305],[0],2,2,0,1.086747193,f1_f2,,0.0,,,,2
LN_VTA_4,trial_83_los_30_f1_f2_acum_r11_l10_task_2_sess_2,Picture,[11438.72414019],[0],2,2,0,1.215697413,f1_f2,,0.0,,,,2
LN_VTA_4,trial_85_los_31_f2_f1_acum_r11_l10_task_2_sess_2,Picture,[11448.73786088],[0],2,1,0,0.946408486,f2_f1,,0.0,,,,2
LN_VTA_4,trial_91_los_32_f1_f2_acum_r12_l10_task_2_sess_2,Picture,[11478.72911857],[0],2,2,-1,0.748470125,f1_f2,,0.0,,,,2
LN_VTA_4,trial_96_los_33_f1_f2_acum_r13_l11_task_2_sess_2,Picture,[11503.73851886],[0],2,1,-1,0.905973382,f1_f2,,1.0,,,,1
LN_VTA_4,trial_99_los_35_f2_f1_acum_r13_l12_task_2_sess_2,Picture,[11518.73412205],[0],2,2,0,0.604410266,f2_f1,,1.0,,,,1
LN_VTA_4,trial_100_los_36_f1_f2_acum_r13_l12_task_2_sess_2,Picture,[11523.73272284],[0],2,1,-1,0.793757039,f1_f2,,1.0,,,,1
LN_VTA_4,trial_101_los_37_f1_f2_acum_r13_l13_task_2_sess_2,Picture,[11528.73120846],[0],2,2,0,0.606765089,f1_f2,,0.0,,,,2
LN_VTA_4,trial_109_los_38_f2_f1_acum_r13_l13_task_2_sess_2,Picture,[11568.7195727],[0],2,1,0,1.254423893,f2_f1,,0.0,,,,2
LN_VTA_4,trial_113_los_39_f1_f2_acum_r14_l13_task_2_sess_2,Picture,[11588.73040831],[0],2,1,-1,1.027012994,f1_f2,,1.0,,,,1
LN_VTA_4,trial_120_los_40_f2_f1_acum_r14_l14_task_2_sess_2,Picture,[11623.72020218],[0],2,1,0,1.146572431,f2_f1,,0.0,,,,2
LN_VTA_4,trial_2_los_1_f2_f1_acum_r0_l0_task_2_sess_2,Picture,[11732.08858696],[0],2,2,-1,1.230720766,f2_f1,,1.0,,,,1
LN_VTA_4,trial_3_los_2_f2_f1_acum_r0_l1_task_2_sess_2,Picture,[11737.08715544],[0],2,1,0,0.669191655,f2_f1,,0.0,,,,2
LN_VTA_4,trial_4_los_3_f1_f2_acum_r0_l1_task_2_sess_2,Picture,[11742.10236429],[0],2,2,0,1.194072764,f1_f2,,0.0,,,,2
LN_VTA_4,trial_6_los_4_f1_f2_acum_r1_l1_task_2_sess_2,Picture,[11752.08275825],[0],2,2,0,0.802352238,f1_f2,,0.0,,,,2
LN_VTA_4,trial_7_los_5_f2_f1_acum_r1_l1_task_2_sess_2,Picture,[11757.0979671],[0],2,1,-1,1.057476496,f2_f1,,0.0,,,,2
LN_VTA_4,trial_15_los_7_f2_f1_acum_r4_l2_task_2_sess_2,Picture,[11797.1030063],[0],2,2,0,0.737530937,f2_f1,,1.0,,,,1
LN_VTA_4,trial_17_los_8_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11807.08342307],[0],2,1,0,0.844525806,f1_f2,,1.0,,,,1
LN_VTA_4,trial_19_los_9_f1_f2_acum_r4_l2_task_2_sess_2,Picture,[11817.08052354],[0],2,1,-1,1.030631514,f1_f2,,1.0,,,,1
